ym,code,name,cat,wholesale,retail,demand,vol,amt,unitval,inv,fill,cost,profit,put,need,vol_d,should_cust,put_cust,ord_cust,ord_success,ord_success_put,fill_d,full_cust,util,full_surf,soc_vol,soc_inv,sell_rate,salable_days,vol_p,req,fill_p,should_cust_p,act_cust,put_surf,purch_surf,rep_cust2,rep_cust3,rep_cust4,rep_cust5,rep_rate2,rep_rate3,rep_rate4,rep_rate5,new_cust,ym_dt,month,year,price_index,gross_margin,inventory_ratio,demand_gap,unit_growth,amt_per_cust,channel_coverage,price_band,price_band_cat
202501,6901028124058,黄山(黑马细支),一类烟,225.0,260.0,0.424,0.42,2.3625,56250.0,25.804,99.056604,1.439865,0.650895,225.0,,,844.0,,,0.0,,,,,,,,,,0.42,0.42,99.06,844.0,55.0,3.28,6.52,50.0,0.0,0.0,0.0,90.91,0.0,0.0,0.0,55.0,2025-01-01,1,2025,1.1555555555555554,0.27551111111111115,61.43809523809524,-98.056604,,0.002799170616113744,,5,高档
202501,6901028080446,钻石(硬蓝),三类烟,47.7,55.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-01,1,2025,1.1530398322851152,,,,,,,3,中档
202501,6901028204835,芙蓉王(硬中支),一类烟,263.0,300.0,0.968,0.92,6.049,65750.0,1271.644,95.041322,3.4845,1.868541,263.0,1.908,1.876,844.0,375.0,345.0,40.88,92.0,98.32,345.0,96.3,100.0,,,0.0,,0.92,0.97,95.04,844.0,72.0,4.95,8.53,70.0,59.0,0.0,0.0,97.22,81.94,0.0,0.0,,2025-01-01,1,2025,1.1406844106463878,0.30890081005124814,1382.2217391304348,-94.041322,,0.007167061611374408,0.4443127962085308,5,高档
202501,6901028224079,金圣(滕王阁·紫光),二类烟,129.3,150.0,1.24,1.224,3.95658,32325.0,385.356,98.709677,2.543475,0.957777,129.3,,,844.0,,,0.0,,,,,,,,,,1.22,1.24,98.71,844.0,306.0,8.91,36.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,2025-01-01,1,2025,1.160092807424594,0.24207194091867218,314.8333333333333,-97.709677,,0.004687890995260664,,5,高档
202501,6901028942881,双喜(硬精品好日子),三类烟,93.28,110.0,0.02,0.0,0.0,,75.044,0.0,0.0,0.0,93.28,0.016,0.016,844.0,4.0,4.0,0.47,100.0,100.0,4.0,100.0,100.0,,,0.0,,,,,,,,,,,,,,,,,,2025-01-01,1,2025,1.179245283018868,,,1.0,,0.0,0.004739336492890996,4,中高档
202501,6901028111270,南京(炫赫门),二类烟,155.0,180.0,6.404,6.272,24.304,38750.0,640.04,97.938788,15.623552,5.884704,155.0,0.016,0.016,844.0,4.0,4.0,0.47,100.0,100.0,4.0,100.0,100.0,,,0.0,,6.27,6.4,97.94,844.0,781.0,37.4,92.54,689.0,61.0,0.0,0.0,88.22,7.81,0.0,0.0,432.0,2025-01-01,1,2025,1.1612903225806452,0.24212903225806454,102.04719387755101,-96.938788,,0.028796208530805684,0.004739336492890996,5,高档
202501,6901028177214,冬虫夏草(和润),一类烟,424.0,500.0,0.004,0.0,0.0,,76.444,0.0,0.0,0.0,424.0,0.004,0.0,844.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2025-01-01,1,2025,1.179245283018868,,,1.0,,0.0,,5,高档
202501,6901028051989,云烟(软大重九),一类烟,720.8,980.0,0.02,0.016,0.28832,180200.0,92.252,80.0,0.166098,0.089054,720.8,,,844.0,,,0.0,,,,,,,,,,0.02,0.02,80.0,844.0,4.0,0.11,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2025-01-01,1,2025,1.3596004439511655,0.3088720865704772,5765.75,-79.0,,0.000341611374407583,,5,高档
202501,6901028207829,利群(休闲),一类烟,720.8,820.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-01,1,2025,1.1376248612652609,,,,,,,5,高档
202501,6901028187343,黄鹤楼(硬8度),一类烟,158.0,180.0,4.584,4.544,17.9488,39500.0,383.804,99.1274,11.538352,4.345502,158.0,6.22,6.024,844.0,281.0,300.0,35.55,106.76,96.85,300.0,110.82,100.0,,,0.0,,4.54,4.58,99.13,844.0,694.0,26.31,82.23,128.0,0.0,0.0,0.0,18.44,0.0,0.0,0.0,129.0,2025-01-01,1,2025,1.139240506329114,0.24210543323230524,84.46390845070422,-98.1274,,0.021266350710900474,0.33293838862559244,5,高档
202501,6901028121736,利群(楼外楼),一类烟,175.0,200.0,1.496,1.488,6.51,43750.0,170.968,99.465241,3.96738,1.793784,175.0,,,844.0,,,0.0,,,,,,,,,,1.49,1.5,99.47,844.0,372.0,11.97,44.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2025-01-01,1,2025,1.1428571428571428,0.27554285714285714,114.89784946236558,-98.465241,,0.0077132701421800945,,5,高档
202501,6901028125970,黄山(徽商新概念细支),一类烟,339.2,400.0,0.64,0.592,5.02016,84800.0,106.524,92.5,2.89192,1.550744,339.2,3.288,3.208,844.0,809.0,789.0,93.48,97.53,97.57,789.0,97.45,100.0,,,0.0,,0.59,0.64,92.5,844.0,148.0,6.5,17.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2025-01-01,1,2025,1.179245283018868,0.30890330188679244,179.9391891891892,-91.5,,0.005948056872037914,0.9585308056872038,5,高档
