code,ym,T,propensity,in_support
6901028133333,202602,0.0,0.6808191126616788,True
6901028133333,202603,1.0,0.3642069887155684,True
6901028136686,202502,0.0,0.7305319758976175,True
6901028136686,202503,0.0,0.5988616206934485,True
6901028136686,202504,0.0,0.44702757865818804,True
6901028136686,202505,0.0,0.5156992883834983,True
6901028136686,202601,0.0,0.5453959658010841,True
6901028136686,202602,0.0,0.7011115922126593,True
6901028136686,202604,1.0,0.37313829886265715,True
6901028136686,202606,0.0,0.6666671123888604,True
6901028136891,202502,0.0,0.701271813905965,True
6901028136891,202503,0.0,0.47437019867289615,True
6901028136891,202504,0.0,0.371706587966996,True
6901028136891,202509,0.0,0.34202976023257153,True
6901028136891,202510,0.0,0.48645738107629416,True
6901028136891,202511,0.0,0.4332760149516881,True
6901028138536,202504,0.0,0.2970291785856899,True
6901028138536,202506,1.0,0.604329772762334,True
6901028138536,202602,0.0,0.6271441683084635,True
6901028138536,202603,0.0,0.49683301588443196,True
6901028138536,202604,0.0,0.41998458684531087,True
